Border,Date,Measure,Value,Average
US-Mexico Border,05/01/1998 12:00:00 AM,Personal Vehicle Passengers,19427292,13879050
US-Canada Border,05/01/1998 12:00:00 AM,Personal Vehicle Passengers,7589843,4608118
US-Mexico Border,05/01/1998 12:00:00 AM,Personal Vehicles,7198152,6442617
US-Mexico Border,05/01/1998 12:00:00 AM,Pedestrians,3802096,3730984
US-Canada Border,05/01/1998 12:00:00 AM,Personal Vehicles,3208112,2259982
US-Canada Border,05/01/1998 12:00:00 AM,Trucks,535394,504840
US-Canada Border,05/01/1998 12:00:00 AM,Bus Passengers,411332,200618
US-Mexico Border,05/01/1998 12:00:00 AM,Trucks,329961,398160
US-Mexico Border,05/01/1998 12:00:00 AM,Bus Passengers,315528,232581
US-Canada Border,05/01/1998 12:00:00 AM,Truck Containers Full,314318,370907
US-Mexico Border,05/01/1998 12:00:00 AM,Truck Containers Full,165636,256662
US-Mexico Border,05/01/1998 12:00:00 AM,Truck Containers Empty,135023,138802
US-Canada Border,05/01/1998 12:00:00 AM,Pedestrians,75936,24219
US-Canada Border,05/01/1998 12:00:00 AM,Rail Containers Full,67847,107483
US-Canada Border,05/01/1998 12:00:00 AM,Truck Containers Empty,52708,86792
US-Canada Border,05/01/1998 12:00:00 AM,Rail Containers Empty,25561,42520
US-Mexico Border,05/01/1998 12:00:00 AM,Rail Containers Empty,23086,30829
US-Mexico Border,05/01/1998 12:00:00 AM,Buses,22511,18733
US-Canada Border,05/01/1998 12:00:00 AM,Train Passengers,20434,13505
US-Canada Border,05/01/1998 12:00:00 AM,Buses,17113,8713
US-Mexico Border,05/01/1998 12:00:00 AM,Rail Containers Full,15452,26655
US-Canada Border,05/01/1998 12:00:00 AM,Trains,2882,2492
US-Mexico Border,05/01/1998 12:00:00 AM,Train Passengers,1547,1012
US-Mexico Border,05/01/1998 12:00:00 AM,Trains,494,714
US-Mexico Border,05/01/1997 12:00:00 AM,Personal Vehicle Passengers,18685675,13828981
US-Canada Border,05/01/1997 12:00:00 AM,Personal Vehicle Passengers,8040944,4572359
US-Mexico Border,05/01/1997 12:00:00 AM,Personal Vehicles,6945613,6437377
US-Mexico Border,05/01/1997 12:00:00 AM,Pedestrians,3750617,3730780
US-Canada Border,05/01/1997 12:00:00 AM,Personal Vehicles,3387709,2248235
US-Canada Border,05/01/1997 12:00:00 AM,Trucks,499055,504900
US-Canada Border,05/01/1997 12:00:00 AM,Bus Passengers,413658,198399
US-Mexico Border,05/01/1997 12:00:00 AM,Trucks,307247,399108
US-Mexico Border,05/01/1997 12:00:00 AM,Bus Passengers,230819,232600
US-Mexico Border,05/01/1997 12:00:00 AM,Truck Containers Full,163379,257634
US-Mexico Border,05/01/1997 12:00:00 AM,Truck Containers Empty,125821,138937
US-Canada Border,05/01/1997 12:00:00 AM,Truck Containers Full,118155,373540
US-Canada Border,05/01/1997 12:00:00 AM,Pedestrians,81936,23618
US-Canada Border,05/01/1997 12:00:00 AM,Rail Containers Full,29407,108296
US-Canada Border,05/01/1997 12:00:00 AM,Truck Containers Empty,23036,87457
US-Mexico Border,05/01/1997 12:00:00 AM,Rail Containers Full,21395,26710
US-Mexico Border,05/01/1997 12:00:00 AM,Rail Containers Empty,20448,30937
US-Mexico Border,05/01/1997 12:00:00 AM,Buses,19474,18725
US-Canada Border,05/01/1997 12:00:00 AM,Train Passengers,17818,13460
US-Canada Border,05/01/1997 12:00:00 AM,Buses,16610,8631
US-Canada Border,05/01/1997 12:00:00 AM,Rail Containers Empty,14222,42815
US-Canada Border,05/01/1997 12:00:00 AM,Trains,2805,2489
US-Mexico Border,05/01/1997 12:00:00 AM,Train Passengers,1115,1010
US-Mexico Border,05/01/1997 12:00:00 AM,Trains,558,715
US-Mexico Border,05/01/1996 12:00:00 AM,Personal Vehicle Passengers,15240047,13814128
US-Canada Border,05/01/1996 12:00:00 AM,Personal Vehicle Passengers,8679140,4529130
US-Mexico Border,05/01/1996 12:00:00 AM,Personal Vehicles,5472351,6447535
US-Canada Border,05/01/1996 12:00:00 AM,Personal Vehicles,3453697,2235546
US-Mexico Border,05/01/1996 12:00:00 AM,Pedestrians,2875016,3739788
US-Canada Border,05/01/1996 12:00:00 AM,Trucks,479137,505172
US-Canada Border,05/01/1996 12:00:00 AM,Bus Passengers,405742,196216
US-Mexico Border,05/01/1996 12:00:00 AM,Trucks,279286,400369
US-Mexico Border,05/01/1996 12:00:00 AM,Bus Passengers,156577,233400
US-Mexico Border,05/01/1996 12:00:00 AM,Truck Containers Full,153912,258726
US-Canada Border,05/01/1996 12:00:00 AM,Truck Containers Full,127015,376135
US-Mexico Border,05/01/1996 12:00:00 AM,Truck Containers Empty,121943,139116
US-Canada Border,05/01/1996 12:00:00 AM,Pedestrians,70124,23129
US-Canada Border,05/01/1996 12:00:00 AM,Rail Containers Full,27213,109150
US-Canada Border,05/01/1996 12:00:00 AM,Buses,17776,8535
US-Canada Border,05/01/1996 12:00:00 AM,Truck Containers Empty,17217,88196
US-Canada Border,05/01/1996 12:00:00 AM,Train Passengers,16572,13427
US-Mexico Border,05/01/1996 12:00:00 AM,Rail Containers Full,14564,26838
US-Mexico Border,05/01/1996 12:00:00 AM,Rail Containers Empty,12409,31132
US-Canada Border,05/01/1996 12:00:00 AM,Rail Containers Empty,10604,43154
US-Mexico Border,05/01/1996 12:00:00 AM,Buses,9789,18820
US-Canada Border,05/01/1996 12:00:00 AM,Trains,2718,2487
US-Mexico Border,05/01/1996 12:00:00 AM,Train Passengers,992,1011
US-Mexico Border,05/01/1996 12:00:00 AM,Trains,645,716
US-Mexico Border,04/01/2018 12:00:00 AM,Personal Vehicle Passengers,12200002,13831299
US-Mexico Border,04/01/2018 12:00:00 AM,Personal Vehicles,6505841,6446915
US-Mexico Border,04/01/2018 12:00:00 AM,Pedestrians,3860744,3738501
US-Canada Border,04/01/2018 12:00:00 AM,Personal Vehicle Passengers,3672087,4538247
US-Canada Border,04/01/2018 12:00:00 AM,Personal Vehicles,2013265,2237911
US-Mexico Border,04/01/2018 12:00:00 AM,Trucks,542965,398852
US-Canada Border,04/01/2018 12:00:00 AM,Trucks,501741,505208
US-Mexico Border,04/01/2018 12:00:00 AM,Truck Containers Full,394125,257285
US-Canada Border,04/01/2018 12:00:00 AM,Truck Containers Full,375045,376146
US-Mexico Border,04/01/2018 12:00:00 AM,Truck Containers Empty,146387,139039
US-Canada Border,04/01/2018 12:00:00 AM,Rail Containers Full,145538,108762
US-Canada Border,04/01/2018 12:00:00 AM,Truck Containers Empty,137434,87672
US-Mexico Border,04/01/2018 12:00:00 AM,Bus Passengers,122823,234576
US-Canada Border,04/01/2018 12:00:00 AM,Bus Passengers,116462,197064
US-Canada Border,04/01/2018 12:00:00 AM,Rail Containers Empty,69628,42873
US-Mexico Border,04/01/2018 12:00:00 AM,Rail Containers Empty,48490,30948
US-Mexico Border,04/01/2018 12:00:00 AM,Rail Containers Full,39412,26704
US-Canada Border,04/01/2018 12:00:00 AM,Pedestrians,22471,23136
US-Mexico Border,04/01/2018 12:00:00 AM,Buses,13658,18874
US-Canada Border,04/01/2018 12:00:00 AM,Train Passengers,12620,13436
US-Canada Border,04/01/2018 12:00:00 AM,Buses,5153,8571
US-Canada Border,04/01/2018 12:00:00 AM,Trains,1969,2492
US-Mexico Border,04/01/2018 12:00:00 AM,Trains,902,714
US-Mexico Border,04/01/2018 12:00:00 AM,Train Passengers,826,1013
US-Mexico Border,04/01/2017 12:00:00 AM,Personal Vehicle Passengers,12135294,13849536
US-Mexico Border,04/01/2017 12:00:00 AM,Personal Vehicles,6339240,6448073
US-Canada Border,04/01/2017 12:00:00 AM,Personal Vehicle Passengers,3697116,4547292
US-Mexico Border,04/01/2017 12:00:00 AM,Pedestrians,3581996,3740184
US-Canada Border,04/01/2017 12:00:00 AM,Personal Vehicles,2037095,2240070
US-Mexico Border,04/01/2017 12:00:00 AM,Truck Containers Full,506676,254603
US-Canada Border,04/01/2017 12:00:00 AM,Truck Containers Full,492354,374897
US-Mexico Border,04/01/2017 12:00:00 AM,Trucks,483439,397942
US-Canada Border,04/01/2017 12:00:00 AM,Trucks,477189,505509
US-Mexico Border,04/01/2017 12:00:00 AM,Truck Containers Empty,221648,138150
US-Canada Border,04/01/2017 12:00:00 AM,Truck Containers Empty,201179,86452
US-Mexico Border,04/01/2017 12:00:00 AM,Bus Passengers,160410,235374
US-Canada Border,04/01/2017 12:00:00 AM,Rail Containers Full,146666,108355
US-Canada Border,04/01/2017 12:00:00 AM,Bus Passengers,135870,197722
US-Canada Border,04/01/2017 12:00:00 AM,Rail Containers Empty,66507,42618
US-Mexico Border,04/01/2017 12:00:00 AM,Rail Containers Empty,45990,30786
US-Mexico Border,04/01/2017 12:00:00 AM,Rail Containers Full,41127,26549
US-Canada Border,04/01/2017 12:00:00 AM,Pedestrians,25111,23114
US-Mexico Border,04/01/2017 12:00:00 AM,Buses,14939,18917
US-Canada Border,04/01/2017 12:00:00 AM,Train Passengers,13589,13434
US-Canada Border,04/01/2017 12:00:00 AM,Buses,5923,8599
US-Canada Border,04/01/2017 12:00:00 AM,Trains,1906,2498
US-Mexico Border,04/01/2017 12:00:00 AM,Train Passengers,1380,1009
US-Mexico Border,04/01/2017 12:00:00 AM,Trains,926,712
US-Mexico Border,04/01/2016 12:00:00 AM,Personal Vehicle Passengers,11416268,13875984
US-Mexico Border,04/01/2016 12:00:00 AM,Personal Vehicles,6308660,6449588
US-Canada Border,04/01/2016 12:00:00 AM,Personal Vehicle Passengers,3468183,4559021
US-Mexico Border,04/01/2016 12:00:00 AM,Pedestrians,3376086,3744141
US-Canada Border,04/01/2016 12:00:00 AM,Personal Vehicles,2012348,2242545
US-Mexico Border,04/01/2016 12:00:00 AM,Trucks,506557,396762
US-Canada Border,04/01/2016 12:00:00 AM,Trucks,489728,505681
US-Canada Border,04/01/2016 12:00:00 AM,Truck Containers Full,406150,374557
US-Mexico Border,04/01/2016 12:00:00 AM,Truck Containers Full,370986,253338
US-Mexico Border,04/01/2016 12:00:00 AM,Bus Passengers,204185,235713
US-Mexico Border,04/01/2016 12:00:00 AM,Truck Containers Empty,143066,138097
US-Canada Border,04/01/2016 12:00:00 AM,Bus Passengers,132435,198432
US-Canada Border,04/01/2016 12:00:00 AM,Rail Containers Full,132283,108095
US-Canada Border,04/01/2016 12:00:00 AM,Truck Containers Empty,101057,86293
US-Canada Border,04/01/2016 12:00:00 AM,Rail Containers Empty,54922,42485
US-Mexico Border,04/01/2016 12:00:00 AM,Rail Containers Full,41915,26382
US-Mexico Border,04/01/2016 12:00:00 AM,Rail Containers Empty,40406,30681
US-Canada Border,04/01/2016 12:00:00 AM,Pedestrians,27101,23071
US-Mexico Border,04/01/2016 12:00:00 AM,Buses,15718,18952
US-Canada Border,04/01/2016 12:00:00 AM,Train Passengers,13990,13428
US-Canada Border,04/01/2016 12:00:00 AM,Buses,6448,8622
US-Canada Border,04/01/2016 12:00:00 AM,Trains,2414,2499
US-Mexico Border,04/01/2016 12:00:00 AM,Train Passengers,1082,1008
US-Mexico Border,04/01/2016 12:00:00 AM,Trains,873,710
US-Mexico Border,04/01/2015 12:00:00 AM,Personal Vehicle Passengers,11258592,13904747
US-Mexico Border,04/01/2015 12:00:00 AM,Personal Vehicles,6103585,6453391
US-Canada Border,04/01/2015 12:00:00 AM,Personal Vehicle Passengers,3863442,4566665
US-Mexico Border,04/01/2015 12:00:00 AM,Pedestrians,3340584,3748576
US-Canada Border,04/01/2015 12:00:00 AM,Personal Vehicles,2181304,2243218
US-Canada Border,04/01/2015 12:00:00 AM,Trucks,486437,505892
US-Mexico Border,04/01/2015 12:00:00 AM,Trucks,475780,395893
US-Canada Border,04/01/2015 12:00:00 AM,Truck Containers Full,395426,374328
US-Mexico Border,04/01/2015 12:00:00 AM,Truck Containers Full,343872,252344
US-Mexico Border,04/01/2015 12:00:00 AM,Bus Passengers,214150,235950
US-Canada Border,04/01/2015 12:00:00 AM,Bus Passengers,157703,198880
US-Canada Border,04/01/2015 12:00:00 AM,Rail Containers Full,140736,107736
US-Mexico Border,04/01/2015 12:00:00 AM,Truck Containers Empty,128206,138206
US-Canada Border,04/01/2015 12:00:00 AM,Truck Containers Empty,115085,85976
US-Canada Border,04/01/2015 12:00:00 AM,Rail Containers Empty,65691,42230
US-Mexico Border,04/01/2015 12:00:00 AM,Rail Containers Full,41200,26219
US-Mexico Border,04/01/2015 12:00:00 AM,Rail Containers Empty,38018,30601
US-Canada Border,04/01/2015 12:00:00 AM,Pedestrians,24879,23051
US-Mexico Border,04/01/2015 12:00:00 AM,Buses,16631,18977
US-Canada Border,04/01/2015 12:00:00 AM,Train Passengers,15131,13409
US-Canada Border,04/01/2015 12:00:00 AM,Buses,7160,8639
US-Canada Border,04/01/2015 12:00:00 AM,Trains,2743,2497
US-Mexico Border,04/01/2015 12:00:00 AM,Trains,820,709
US-Mexico Border,04/01/2015 12:00:00 AM,Train Passengers,599,1012
US-Mexico Border,04/01/2014 12:00:00 AM,Personal Vehicle Passengers,10664973,13940744
US-Mexico Border,04/01/2014 12:00:00 AM,Personal Vehicles,5725123,6461482
US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicle Passengers,4504362,4567357
US-Mexico Border,04/01/2014 12:00:00 AM,Pedestrians,3469375,3751678
US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicles,2462952,2240777
US-Canada Border,04/01/2014 12:00:00 AM,Trucks,496986,505991
US-Mexico Border,04/01/2014 12:00:00 AM,Trucks,468263,395089
US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Full,335656,374757
US-Mexico Border,04/01/2014 12:00:00 AM,Truck Containers Full,334269,251433
US-Mexico Border,04/01/2014 12:00:00 AM,Bus Passengers,236353,235945
US-Canada Border,04/01/2014 12:00:00 AM,Bus Passengers,179223,199098
US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Full,128361,107507
US-Mexico Border,04/01/2014 12:00:00 AM,Truck Containers Empty,126745,138333
US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Empty,103739,85779
US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Empty,69731,41924
US-Mexico Border,04/01/2014 12:00:00 AM,Rail Containers Empty,37045,30529
US-Mexico Border,04/01/2014 12:00:00 AM,Rail Containers Full,36993,26100
US-Canada Border,04/01/2014 12:00:00 AM,Pedestrians,28868,22987
US-Mexico Border,04/01/2014 12:00:00 AM,Buses,17739,18991
US-Canada Border,04/01/2014 12:00:00 AM,Train Passengers,14735,13395
US-Canada Border,04/01/2014 12:00:00 AM,Buses,7866,8647
US-Canada Border,04/01/2014 12:00:00 AM,Trains,2403,2498
US-Mexico Border,04/01/2014 12:00:00 AM,Train Passengers,810,1015
US-Mexico Border,04/01/2014 12:00:00 AM,Trains,792,708
US-Mexico Border,04/01/2013 12:00:00 AM,Personal Vehicle Passengers,9644776,13989014
US-Mexico Border,04/01/2013 12:00:00 AM,Personal Vehicles,5414131,6473250
US-Canada Border,04/01/2013 12:00:00 AM,Personal Vehicle Passengers,4368031,4569597
US-Mexico Border,04/01/2013 12:00:00 AM,Pedestrians,3351788,3756171
US-Canada Border,04/01/2013 12:00:00 AM,Personal Vehicles,2441118,2238526
US-Canada Border,04/01/2013 12:00:00 AM,Trucks,491163,506158
US-Mexico Border,04/01/2013 12:00:00 AM,Trucks,470867,394238
US-Canada Border,04/01/2013 12:00:00 AM,Truck Containers Full,357578,374950
US-Mexico Border,04/01/2013 12:00:00 AM,Truck Containers Full,321503,250646
US-Mexico Border,04/01/2013 12:00:00 AM,Bus Passengers,227568,236039
US-Canada Border,04/01/2013 12:00:00 AM,Bus Passengers,204930,199032
US-Mexico Border,04/01/2013 12:00:00 AM,Truck Containers Empty,138458,138332
US-Canada Border,04/01/2013 12:00:00 AM,Rail Containers Full,128428,107272
US-Canada Border,04/01/2013 12:00:00 AM,Truck Containers Empty,118488,85412
US-Canada Border,04/01/2013 12:00:00 AM,Rail Containers Empty,61226,41707
US-Mexico Border,04/01/2013 12:00:00 AM,Rail Containers Full,33486,26017
US-Mexico Border,04/01/2013 12:00:00 AM,Rail Containers Empty,32456,30507
US-Canada Border,04/01/2013 12:00:00 AM,Pedestrians,27212,22939
US-Mexico Border,04/01/2013 12:00:00 AM,Buses,16775,19016
US-Canada Border,04/01/2013 12:00:00 AM,Train Passengers,14097,13387
US-Canada Border,04/01/2013 12:00:00 AM,Buses,7435,8661
US-Canada Border,04/01/2013 12:00:00 AM,Trains,2525,2497
US-Mexico Border,04/01/2013 12:00:00 AM,Trains,754,707
US-Mexico Border,04/01/2013 12:00:00 AM,Train Passengers,386,1022
US-Mexico Border,04/01/2012 12:00:00 AM,Personal Vehicle Passengers,9590563,14038996
US-Mexico Border,04/01/2012 12:00:00 AM,Personal Vehicles,5114847,6488687
US-Canada Border,04/01/2012 12:00:00 AM,Personal Vehicle Passengers,4692746,4568197
US-Mexico Border,04/01/2012 12:00:00 AM,Pedestrians,3436099,3759809
US-Canada Border,04/01/2012 12:00:00 AM,Personal Vehicles,2550693,2234978
US-Canada Border,04/01/2012 12:00:00 AM,Trucks,471380,506553
US-Mexico Border,04/01/2012 12:00:00 AM,Trucks,417881,393969
US-Canada Border,04/01/2012 12:00:00 AM,Truck Containers Full,353903,375189
US-Mexico Border,04/01/2012 12:00:00 AM,Truck Containers Full,285750,250247
US-Mexico Border,04/01/2012 12:00:00 AM,Bus Passengers,244130,235947
US-Canada Border,04/01/2012 12:00:00 AM,Bus Passengers,196782,199058
US-Mexico Border,04/01/2012 12:00:00 AM,Truck Containers Empty,122607,138510
US-Canada Border,04/01/2012 12:00:00 AM,Rail Containers Full,120192,107125
US-Canada Border,04/01/2012 12:00:00 AM,Truck Containers Empty,98048,85268
US-Canada Border,04/01/2012 12:00:00 AM,Rail Containers Empty,59624,41504
US-Mexico Border,04/01/2012 12:00:00 AM,Rail Containers Empty,40459,30394
US-Mexico Border,04/01/2012 12:00:00 AM,Rail Containers Full,32577,25942
US-Canada Border,04/01/2012 12:00:00 AM,Pedestrians,22216,22947
US-Mexico Border,04/01/2012 12:00:00 AM,Buses,17291,19035
US-Canada Border,04/01/2012 12:00:00 AM,Train Passengers,16398,13353
US-Canada Border,04/01/2012 12:00:00 AM,Buses,8076,8667
US-Canada Border,04/01/2012 12:00:00 AM,Trains,2813,2494
US-Mexico Border,04/01/2012 12:00:00 AM,Trains,761,707
US-Mexico Border,04/01/2012 12:00:00 AM,Train Passengers,289,1030
US-Mexico Border,04/01/2011 12:00:00 AM,Personal Vehicle Passengers,9287354,14093613
US-Mexico Border,04/01/2011 12:00:00 AM,Personal Vehicles,5068017,6505016
US-Canada Border,04/01/2011 12:00:00 AM,Personal Vehicle Passengers,4511893,4568845
US-Mexico Border,04/01/2011 12:00:00 AM,Pedestrians,3397930,3763968
US-Canada Border,04/01/2011 12:00:00 AM,Personal Vehicles,2455670,2232442
US-Canada Border,04/01/2011 12:00:00 AM,Trucks,450476,507198
US-Mexico Border,04/01/2011 12:00:00 AM,Trucks,406786,393822
US-Canada Border,04/01/2011 12:00:00 AM,Truck Containers Full,331027,375697
US-Mexico Border,04/01/2011 12:00:00 AM,Truck Containers Full,276516,249945
US-Mexico Border,04/01/2011 12:00:00 AM,Bus Passengers,237395,235931
US-Canada Border,04/01/2011 12:00:00 AM,Bus Passengers,206660,198971
US-Mexico Border,04/01/2011 12:00:00 AM,Truck Containers Empty,116247,138766
US-Canada Border,04/01/2011 12:00:00 AM,Rail Containers Full,108839,107105
US-Canada Border,04/01/2011 12:00:00 AM,Truck Containers Empty,97226,85131
US-Canada Border,04/01/2011 12:00:00 AM,Rail Containers Empty,53875,41361
US-Mexico Border,04/01/2011 12:00:00 AM,Rail Containers Empty,35832,30332
US-Mexico Border,04/01/2011 12:00:00 AM,Rail Containers Full,29063,25906
US-Canada Border,04/01/2011 12:00:00 AM,Pedestrians,21671,22962
US-Canada Border,04/01/2011 12:00:00 AM,Train Passengers,17987,13299
US-Mexico Border,04/01/2011 12:00:00 AM,Buses,17515,19053
US-Canada Border,04/01/2011 12:00:00 AM,Buses,8511,8669
US-Canada Border,04/01/2011 12:00:00 AM,Trains,2156,2498
US-Mexico Border,04/01/2011 12:00:00 AM,Trains,658,707
US-Mexico Border,04/01/2011 12:00:00 AM,Train Passengers,277,1039
US-Mexico Border,04/01/2010 12:00:00 AM,Personal Vehicle Passengers,10650326,14133651
US-Mexico Border,04/01/2010 12:00:00 AM,Personal Vehicles,5337155,6518596
US-Canada Border,04/01/2010 12:00:00 AM,Personal Vehicle Passengers,4320914,4571727
US-Mexico Border,04/01/2010 12:00:00 AM,Pedestrians,3260303,3769825
US-Canada Border,04/01/2010 12:00:00 AM,Personal Vehicles,2208913,2232715
US-Canada Border,04/01/2010 12:00:00 AM,Trucks,460846,507737
US-Mexico Border,04/01/2010 12:00:00 AM,Trucks,406696,393672
US-Canada Border,04/01/2010 12:00:00 AM,Truck Containers Full,359128,375890
US-Mexico Border,04/01/2010 12:00:00 AM,Truck Containers Full,280217,249593
US-Canada Border,04/01/2010 12:00:00 AM,Bus Passengers,220638,198719
US-Mexico Border,04/01/2010 12:00:00 AM,Bus Passengers,206545,236272
US-Mexico Border,04/01/2010 12:00:00 AM,Truck Containers Empty,125671,138918
US-Canada Border,04/01/2010 12:00:00 AM,Rail Containers Full,98383,107207
US-Canada Border,04/01/2010 12:00:00 AM,Truck Containers Empty,92079,85050
US-Canada Border,04/01/2010 12:00:00 AM,Rail Containers Empty,49666,41265
US-Mexico Border,04/01/2010 12:00:00 AM,Rail Containers Empty,35747,30269
US-Mexico Border,04/01/2010 12:00:00 AM,Rail Containers Full,26192,25903
US-Canada Border,04/01/2010 12:00:00 AM,Pedestrians,22204,22971
US-Mexico Border,04/01/2010 12:00:00 AM,Buses,18428,19060
US-Canada Border,04/01/2010 12:00:00 AM,Train Passengers,12989,13303
US-Canada Border,04/01/2010 12:00:00 AM,Buses,9074,8665
